Anr;EAN;Lief;Artikel;Land;IK;V1;V2;MWSt;VK1;eVK;Staffel1;EK-Staffel1;Staffel2;EK-Staffel2;Grundpreis-Einheit;Grundpreis-Faktor
23041;;bab;VB Weserwelle;D;EG;4;1 St;1;1,58;2,39;8;1,55;;;;1
23042;;bab;VB Himbeerschnitte;D;EG;4;1 St;1;2,05;2,99;;;;;;1
23043;;bab;VB Limonenschnitte;D;EG;4;1 St;1;1,68;2,49;8;1,65;;;;1
23044;;bab;VB Traumprinz;D;EG;4;1 St;1;1,79;2,69;8;1,76;;;;1
23050;;bab;VB Apfelkuchen;D;EG;4;1 St;1;1,52;2,29;8;1,49;;;;1
23051;;bab;VB Apfelstreusel;D;EG;4;1 St;1;1,52;2,29;8;1,49;;;;1
23052;;bab;VB Kirschkuchen;D;EG;4;1 St;1;1,56;2,29;8;1,53;;;;1
23053;;bab;VB Mohnzauber;D;EG;4;1 St;1;1,69;2,49;8;1,66;;;;1
23054;;bab;VB Nussmöhrenkuchen;D;EG;4;1 St;1;1,65;2,49;8;1,62;;;;1
23055;;bab;VB Brownies;D;EG;4;1 St;1;1,39;2,09;8;1,36;;;;1
23056;;bab;VB Plumkoken;D;EG;4;1 St;1;1,56;2,39;8;1,53;;;;1
23058;;bab;VB Aprikosentraum;D;EG;4;1 St;1;1,67;2,49;8;1,64;16;1,61;;1
23062;;bab;VB Kokosmakrone;D;EG;4;1 St;1;1,17;1,79;8;1,14;;;;1
23063;;bab;VB Nussecke;D;EG;4;1 St;1;1,66;;8;1,63;;;;1
23064;;bab;VB Rumkugel;D;EG;4;1 St;1;1,46;;8;1,43;;;;1
23065;;bab;VB Trüffelring dunkel;D;EG;4;1 St;1;1,7;2,59;8;1,67;;;;1
23066;;bab;VB Trüffelring hell;D;EG;4;1 St;1;1,7;2,59;8;1,67;;;;1
23067;;bab;VB Elisen Lebkuchen;D;EG;4;1 St;1;2,62;;;;;;;1
23068;;bab;VB Casanova hell;D;EG;4;1 St;1;1,27;1,95;;;;;;1
23069;;bab;VB Casanova dunkel;D;EG;4;1 St;1;1,27;1,95;;;;;;1
23070;;bab;VB Schlemmerriegel;D;EG;4;1 St;1;1,56;2,39;8;1,53;;;;1
23073;;bab;VB Guglhupf vegan, glutenfrei;D;EG;4;1 St;1;1,85;2,69;;;;;;1
23815;4260051655048;BAH;Saatentoast;D;DB;6;500g;1;1,92;2,89;;;;;1kg;2
23820;4260051655055;BAH;Weizen Vollkorn Toast;D;DB;6;500g;1;1,81;2,75;;;;;1kg;2
23825;4260051655062;BAH;Weizen Buttertoast;D;DB;6;500g;1;2,12;;;;;;1kg;2
23830;4260051655079;ELK;VON Dinkel-Toast;D;DB;6;500g;1;2,45;3,79;;;;;1kg;2
23835;4260051655178;ELK;VON Dinkel-Toast;D;DB;8;250g;1;1,59;2,45;;;;;100g;0,4
40178;4104060028335;AND;Joghurt Herzkirsche;D;DB;6;500g;1;1,55;2,29;;;;;1kg;2
40188;4104060029066;AND;Mango Joghurt;D;DD;6;500g;1;1,66;2,49;;;;;1kg;2
40190;4104060029059;AND;VB Heidelbeere Joghurt;D;DD;6;500g;1;1,66;2,49;;;;;1kg;2
40196;4104060029257;AND;VB Kokos Joghurt;D;DB;6;500g;1;1,55;2,29;;;;;1kg;2
40211;4104060026386;AND;VB Joghurt Mango;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40213;4104060026911;AND;VB Becher-Joghurt natur 0,1%;D;DB;10;150g;1;0,32;0,48;;;;;100g;0,667
40214;4104060026386;AND;VB Joghurt Mango + Vanille;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40215;4104060027017;AND;VB Joghurt Himbeere;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40216;4104060028182;AND;VB Joghurt Kaffee;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40217;4104060028175;AND;VB Joghurt Stracciatella;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40218;;AND;VB Joghurt Kirsche;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40219;4104060026393;AND;VB Joghurt Vanille;D;DB;10;150g;1;0,43;0,64;;;;;100g;0,667
40220;4260461960008;hmj;Schafmilchjoghurt;D;DB;6;150g;1;0,81;1,2;;;;;100g;0,666
40222;4260461960015;hmj;Schafmilchjoghurt;D;DB;6;350g;1;1,75;2,59;;;;;100g;0,666
40224;;hmj;VB Schafmilchjoghurt;D;DB;1;kg;1;4,3;;;;;;100g;0,666
40226;4260461960404;hmj;VB Schafmilchjogh.griech.Art;D;DB;6;120g;1;0,98;1,45;;;;;100g;0,666
40228;4260461960411;hmj;VB Schafmilchjogh.griechisch;D;DB;6;350g;1;2,65;3,95;;;;;100g;0,666
40230;;hmj;VB Schafmilchjogh.griech.Art;D;DB;1;kg;1;6,5;;;;;;100g;0,666
40232;4260461960428;hmj;Jogh.griech.Art Honig-Walnuss;D;DB;6;120g;1;1,21;1,79;;;;;100g;0,666
40234;4260461960022;hmj;Schafmilchjoghurt Himbeere;D;DB;6;150g;1;0,88;1,3;;;;;100g;0,666
40236;4260461960046;hmj;VB Schafmilchjogh. Holunderblü;D;DB;6;150g;1;0,88;1,3;;;;;100g;0,666
40250;4104060029905;AND;VB Mango-Vanille-Jogh. zuckerr;D;DB;6;2 x 125g;1;1,1;1,65;;;;;100g;0,25
40252;4104060029912;AND;VB Heidelbeer-Jogh. zuckerred.;D;DB;6;2 x 125g;1;1,1;1,65;;;;;100g;0,25
40405;;DEH;VB Dehlwes Magerquark 0,2% F;D;DB;5;kg;1;2,78;;50;2,76;;;;1
40406;;DEH;VB Dehlwes Magerquark 0,2%Fett;D;DB;10;kg;1;2,78;;50;2,76;100;2,72;;1
40408;;DEH;VB Dehlwes Joghurt 3,5% Fett;D;DB;5;kg;1;1,46;;50;1,44;;;;1
40409;;DEH;VB Dehlwes Joghurt 3,5% Fett;D;DB;10;kg;1;1,43;;100;1,41;;;;1
40410;;DEH;VB Sahne 30% Fett;D;DB;5;l;1;3,9;;50;3,84;;;;1
40411;;DEH;VB Saure Sahne 10% Fett;D;DB;5;kg;1;1,94;;;;;;;1
40412;;DEH;VB Schmand 24% Fett;D;DB;5;kg;1;3,64;;;;;;;1
40470;4002970000703;DEH;VB Sahneschichtkäse;D;DB;12;250g;1;1,38;1,99;;;;;1kg;5
40472;4002970000697;DEH;VB Sahneschichtkäse;D;DB;9;250g;1;1,3;1,95;;;;;1kg;5
40499;;DEH;VB Creme Fraiche 30%;D;DB;5;kg;1;4,88;;;;;;;1
40652;4017194009333;SBG;VB Kakao-Milch demeter;D;DD;6;0,5l;1;1,08;1,59;;;;;1l;2
40654;4017194009807;SBG;VB Trinkmolke natur demeter;D;DD;6;0,5l;1;0,69;0,99;;;;;1l;2
40700;4260488050010;grl;Farmersalat Biomanufaktur;D;C%;4;125g;1;1,01;1,55;;;;;100g;0,8
40703;4260488050416;grl;VB Farmersalat Biomanufaktur;D;C%;1;kg;1;7,48;;;;;;;1
40706;4260488050126;grl;Nudelsalat Biomanufaktur;D;C%;4;250g;1;1,94;2,89;;;;;100g;0,4
40708;4260488050324;grl;VB Nudelsalat Biomanufaktur;D;C%;1;kg;1;7,48;;;;;;;1
40711;4260488050133;grl;Kartoffelsalat Ei und Gurke;D;C%;4;250g;1;1,97;2,95;;;;;100g;0,4
40713;4260488050331;grl;VB Kartoffelsalat Ei und Gurke;D;C%;1;kg;1;7,6;;;;;;;1
40716;4260488050140;grl;"Kartoffelsalat ""Ohlendiek""";D;C%;4;250g;1;2,13;3,19;;;;;250g;0,4
40718;4260488050348;grl;"VB Kartoffelsalat ""Ohlendiek""";D;C%;1;kg;1;8,19;12,29;;;;;;1
40720;4260488050058;grl;Eiersalat Classic Biomanufaktu;D;C%;4;125g;1;1,19;1,79;;;;;100g;0,8
40723;4260488050355;grl;VB Eiersalat Classic Biomanuf.;D;C%;1;kg;1;8,55;;;;;;;1
40725;4260488050072;grl;Krautsalat Biomanufaktur;D;C%;4;125g;1;0,67;1;;;;;100g;0,8
40728;4260488050379;grl;VB Krautsalat Biomanufaktur;D;C%;1;kg;1;4,99;;;;;;;1
40730;4260488050096;grl;Fleischsalat Biomanufaktur;D;C%;4;125g;1;1,44;;;;;;100g;0,8
40733;4260488050393;grl;VB Fleischsalat Biomanufaktur;D;C%;1;kg;1;10,69;;;;;;;1
40735;4260488055107;grl;Gurkensalat Biomanufaktur;D;C%;4;125g;1;0,84;1,25;;;;;100g;0,8
40738;4260488055138;grl;VB Gurkensalat Biomanufaktur;D;C%;1;kg;1;6,29;;;;;;;1
40740;4260488055206;grl;Bohnensalat Biomanufaktur;D;C%;4;125g;1;0,81;1,2;;;;;100g;0,8
40743;4260488055237;grl;VB Bohnensalat Biomanufaktur;D;C%;1;kg;1;6,06;;;;;;;1
40745;4260488055305;grl;Griechischer Bauernsalat;D;C%;4;125g;1;1,38;2,05;;;;;100g;0,8
40748;4260488055336;grl;VB Griechischer Bauernsalat;D;C%;1;kg;1;10,21;;;;;;;1
40750;4260488055404;grl;Garnelencocktail Biomanufaktur;D;C%;4;125g;1;2,71;3,99;;;;;100g;0,8
40755;4260488056609;grl;Cole Slaw Salat Biomanufaktur;D;C%;4;125g;1;0,94;1,4;;;;;100g;0,8
40758;4260488056630;grl;VB Cole Slaw Salat Biomanufakt;D;C%;1;kg;1;7,01;;;;;;;1
40760;4260488055503;grl;VB Aioli Creme Biomanufaktur;D;C%;4;125g;1;1,18;1,77;;;;;100g;0,8
40765;4260488055602;grl;VB Knoblauchcreme Biomanufaktu;D;C%;4;125g;1;1,03;1,55;;;;;100g;0,8
40770;4260488055701;grl;VB Tzatziki Biomanufaktur;D;C%;4;125g;1;1,07;1,6;;;;;100g;0,8
40775;4260488055800;grl;VB Remoulade Biomanufaktur;D;C%;4;125g;1;1,26;1,9;;;;;100g;0,8
40780;4260488055909;grl;VB Currycreme Biomanufaktur;D;C%;4;125g;1;1,38;2,07;;;;;100g;0,8
40785;4260488056906;grl;VB Kräuter-Frischkäse Biomanuf;D;C%;4;125g;1;1,75;2,62;;;;;100g;0,8
40790;4260488056104;grl;VB Bärlauch-Frischkäse Biomanu;D;C%;4;125g;1;1,79;2,69;;;;;100g;0,8
40795;4260488056203;grl;VB Rucola-Frischkäse Biomanu;D;C%;4;125g;1;1,85;2,77;;;;;100g;0,8
40800;4260488056302;grl;VB Lachs-Frischkäse Biomanufak;D;C%;4;125g;1;2,07;3,1;;;;;100g;0,8
40805;4260488056401;grl;VB Marinierter Fetakäse Bioma;D;C%;4;125g;1;2,11;3,16;;;;;100g;0,8
40810;4260488056500;grl;VB Antipasti Mix Biomanufaktur;D;C%;4;125g;1;1,85;2,77;;;;;100g;0,8
41011;4026584133602;SOF;Karotten Rösti;D;C%;6;195g;1;1,95;2,99;;;;;100g;0,667
41014;4026584132223;SOF;Mini-Frühlingsrollen süß-sauer;D;C%;6;4 x 50g;1;2,19;3,39;;;;;100g;0,5
41015;4026584130816;SOF;Ratatouille Ecken im Dinkelt.;D;C%;4;250g;1;2,64;3,99;;;;;100g;0,4
41016;4026584133244;SOF;Quinoa-Grünkern Taler deluxe;D;C%;6;6x32,5g;1;2,19;3,39;;;;;100g;0,4
41017;4026584131806;SOF;Süßkartoffel-Burger;D;C%;8;160g;1;1,92;2,99;;;;;100g;0,625
41057;5411188121459;PRV;Sojaalternative zu Quark;B;C%;6;400g;1;1,53;2,29;;;;;1kg;1,333
41058;5411188123019;PRV;Soja Quarkalternative Brombeer;B;C%;6;150g;1;0,79;1,25;;;;;1kg;1,333
41059;5411188122999;PRV;Soja Quarkalternative Mango;B;C%;6;150g;1;0,79;1,25;;;;;1kg;1,333
41110;4260007663066;VFK;Veggi Filata Scheiben natur;D;C%;8;150g;1;1,84;2,79;;;;;100g;0,667
41113;4260007663141;VFK;Veggi Filata Scheiben Kräuter;D;C%;8;150g;1;1,91;2,89;;;;;100g;0,667
41115;4260007663059;VFK;Veggi Filata gerieben natur;D;C%;8;200g;1;2,01;2,99;;;;;100g;0,5
41116;;VFK;VB Veggi Filata ger. natur GV;D;C%;5;kg;1;9,7;;25;9,5;;;;1
41120;4019738301040;SOY;VB Veggie Schmelz Scheiben -;D;C%;10;100g;1;2,17;3,29;;;;;;1
41125;4019738302108;SOY;Veggie Cheese ger.-Herr Berta;D;C%;5;150g;1;2,14;3,29;;;;;100g;0,667
41190;4000915100686;ISA;VB Quinoa-Salat m. Bohnen+Mais;D;C%;4;125g;1;1,98;2,99;;;;;100g;0,8
41195;4000915104639;ISA;Algen-Pesto;D;DN;4;100g;1;2,06;3,09;;;;;100g;0,8
41196;4000915102017;ISA;VB Kimchi Kurkuma;D;C%;4;125g;1;1,63;2,49;;;;;100g;0,8
41197;4000915102000;ISA;VB Kimchi Ingwer;D;C%;4;125g;1;1,63;2,49;;;;;100g;0,8
41198;4000915105223;ISA;VB Krautrollen mit Sauerkraut;D;C%;6;250g;1;1,85;2,79;;;;;100g;0,8
41200;4000915100495;ISA;Taboulé-Salat;D;C%;4;125g;1;1,79;2,69;;;;;100g;0,8
41201;4000915100501;ISA;Bulgur-Salat;D;C%;4;125g;1;1,79;2,69;;;;;100g;0,8
41202;4000915100570;ISA;Couscous-Salat;D;C%;4;125g;1;1,79;2,69;;;;;100g;0,8
41203;4000915100587;ISA;Linsen-Salat vegan;D;C%;4;125g;1;1,79;2,69;;;;;100g;0,8
41204;4000915100754;ISA;VB Algen-Salat mit Sesam+Ingwe;D;DN;4;100g;1;2,06;3,09;;;;;100g;0,8
41207;4000915100761;ISA;Algen-Salat Wasabi;D;DN;4;100g;1;2,06;3,09;;;;;100g;0,8
41208;4000915100709;ISA;Guacamole Avocado Creme;D;C%;4;150g;1;2,7;3,99;;;;;100g;0,667
41210;4000915100464;ISA;Feta-Würfel Kräuter 45%F;D;C%;4;125g;1;2,28;3,39;;;;;100g;0,8
41215;4000915100600;ISA;VB Brotaufstrich Tomate Basili;D;C%;4;150g;1;1,65;2,59;;;;;100g;0,667
41216;4000915100617;ISA;VB Brotaufstrich Paprika Knobl;D;C%;4;150g;1;1,65;2,59;;;;;100g;0,667
41217;4000915100624;ISA;VB Brotaufstr. Bärlauch vegan;D;C%;4;150g;1;1,65;2,59;;;;;100g;0,667
41218;4000915100631;ISA;VB Brotaufstrich Kürbis Sesam;D;C%;4;150g;1;1,65;2,59;;;;;100g;0,667
41219;4000915100853;ISA;VB Sate Erdnuss Creme;D;C%;4;150g;1;2,05;3,1;;;;;100g;0,667
41221;4000915100778;ISA;VB Frische Meeres Algen;D;DN;4;160g;1;4,2;5,99;;;;;100g;0,8
41223;4000915102321;ISA;VB Antipasti Salat mit;D;C%;4;125g;1;2,07;2,99;;;;;100g;0,8
41230;4000915102154;ISA;halbgetrocknete Tomaten;D;C%;4;100g;1;2,1;3,19;;;;;;1
41231;4000915106695;ISA;VB halbgetrocknete Tomaten;D;C%;2;500g;1;8,35;12,5;;;;;;1
41300;4000915105315;ISA;Ravioli Rucola Spinat vegan;I;C%;6;250g;1;2,45;3,69;;;;;100g;0,4
41302;4000915105353;ISA;VB Ravioli Artischocken vegan;I;C%;6;250g;1;2,45;3,69;;;;;100g;0,4
41304;4000915105322;ISA;VB Ravioli Shiitake Pilz veg;I;C%;6;250g;1;2,45;3,69;;;;;100g;0,4
41715;42295846;HVM;Ef_Kokosmilch Joghurt natur;D;C%;6;125g;1;1,5;2,19;;;;;100g;0,8
41716;42295853;HVM;Ef_Kokosmilch Joghurt Vanille;D;C%;6;125g;1;1,5;2,19;;;;;100g;0,8
41718;42295860;HVM;Ef_Kokosmilch Joghurt Mango-Marac;D;C%;6;125g;1;1,5;2,19;;;;;100g;0,8
41721;42342762;HVM;Ef_Kokosmilch Joghurt Natur 375g;D;C%;6;375g;1;2,85;4,19;;;;;100g;0,266
41859;4000915108347;ISA;Heringsfilets in Sahnemarinade;D;S#;4;350g;1;3,5;5,29;;;;;1kg;2,857
41861;4000915108323;ISA;Heringssalat mit feinem Dill;D;S#;4;150g;1;2,01;2,99;;;;;100g;0,667
41862;4000915108330;ISA;Heringssalat mit Rote Beete;D;S#;4;150g;1;2,01;2,99;;;;;100g;0,667
41864;4000915109740;ISA;VB Lachs-Tatar;D;C%;4;125g;1;2,7;3,89;;;;;100g;0,8
41880;4000915108156;ISA;Forellenfilet mild geräuchert;D;DN;4;100g;1;4,61;6,59;;;;;;1
41882;4000915109504;ISA;VB Irischer Atl. Lachs geräuch;D;DN;4;100g;1;5,69;8,49;;;;;;1
42000;4100570017432;BEP;demeter Camembert Classic 50%F;D;DD;5;125g;1;1,29;;;;;;100g;0,8
42004;4100570016336;BEP;Bioland Camembert Light 30%F;D;DB;5;125g;1;1,25;;;;;;100g;0,8
42006;4100570017685;BEP;Bergpracht Blauschimmel 65%F;D;DD;6;150g;1;1,74;;;;;;100g;0,667
42008;4100570017616;BEP;demeter Brie Bergpracht 50%F;D;DD;6;100g;1;1,08;;;;;;;1
42010;4100570016534;BEP;Bioland Camembert Classic 50%F;D;DB;5;125g;1;1,25;;;;;;100g;0,8
42016;;BEP;Bioland Bodenseer 50%F;D;DB;1,3;kg ....;1;8,78;;;;;;kg;1
42024;4100570017845;BEP;demeter Trakaya Hirtenkäse 50%;D;DD;5;150g;1;1,48;;;;;;100g;0,667
42032;90265570;VAV;Schlierbacher Bio-Petrus 60%F;A;BA;5;150g;1;2,38;3,79;;;;;100g;0,667
42038;90265488;VAV;Schlierbacher Bio-Bacchus 45%F;A;BA;5;150g;1;2,48;3,89;;;;;100g;0,667
42052;90265877;VAV;Schlierbacher Schafcamembert;A;BA;5;140g;1;2,98;4,49;;;;;100g;0,714
42058;90265808;VAV;Schlierbacher Ziegencamembert;A;BA;5;140g;1;2,86;4,29;;;;;100g;0,714
43010;4017194462121;SBG;VB Demeter Joghurt natur 1,8%;D;DD;6;500g;1;1,02;1,49;;;;;1kg;2
43017;4017194468994;SBG;VB Beerenb. Rhabarber-Vanille;D;DD;6;500g;1;1,49;2,19;;;;;1kg;2
43022;4017194468406;SBG;VB Erdbeerjoghurt Demeter;D;DD;6;150g;1;0,47;0,68;;;;;100g;0,667
43035;4028332442240;WMF;VB Brombeere Jogh.vom Feinsten;D;DB;6;400g;1;1,34;1,99;;;;;100g;0,667
43036;4028332442257;WMF;VB Himbeere Jogh.vom Feinsten;D;DB;6;400g;1;1,34;1,99;;;;;100g;0,667
43037;4028332442264;WMF;VB Birne Joghurt vom Feinsten;D;DB;6;400g;1;1,34;1,99;;;;;100g;0,667
43038;4028332442271;WMF;VB Zitrone Jogh.vom Feinsten;D;DB;6;400g;1;1,34;1,99;;;;;100g;0,667
43041;4250421976026;LOB;Ayran 3,7% Fett;D;DN;6;200g;1;0,44;0,69;;;;;100g;0,5
43044;4250421973643;LOB;Ef_Der Sahnige auf Heidelbeere;D;DN;6;150g;1;0,71;1,09;;;;;100g;0,666
43045;4250421973650;LOB;VB Der Sahnige Aprikose-Walnus;D;DN;6;150g;1;0,71;1,09;;;;;100g;0,666
43046;4250421973667;LOB;VB Der Sahnige auf Honig-Nuss;D;DN;6;150g;1;0,71;1,09;;;;;100g;0,666
43047;4250421973674;LOB;Ef_Der Sahnige Birne-Stachelbeere;D;DN;6;150g;1;0,71;1,09;;;;;100g;0,666
43048;4250421973681;LOB;Ef_Der Sahnige Pfirsich-Melba;D;DN;6;150g;1;0,71;1,09;;;;;100g;0,666
43050;4250421975012;LOB;Saure Sahne 20% Fett;D;DN;6;150g;1;0,62;0,89;;;;;100g;0,666
43052;4250421975029;LOB;Ef_Schlagsahne 32% Fett;D;DN;6;200g;1;0,98;1,39;;;;;100g;0,5
43053;;PVR;VB Salami Milano am Stück;I;C%;10;kg ....;1;24,06;35,9;;;;;kg;1
43054;;PVR;VB Salami Milano am St. 4x1kg;I;C%;4;kg .....;1;24,75;36,9;;;;;kg;1
43055;;PVR;VB Salami mit Knoblauch 4x1kg;I;C%;4;kg .....;1;24,75;36,9;;;;;kg;1
43056;;PVR;VB Salami mit Fenchel;I;C%;7,2;kg ....;1;24,75;36,9;;;;;kg;1
43057;;PVR;VB Salami Zia (Knoblauch);I;C%;6;kg .....;1;25,44;37,9;;;;;kg;1
43065;;PVR;VB Speck am Stück;I;C%;4,5;kg .....;1;31,9;47,5;;;;;kg;1
43068;8020819009881;PVR;Schinkenspeck;I;C%;10;70g;1;3,4;4,99;;;;;100g;1,429
43070;8020819008143;PVR;Salami Milano;I;C%;1;160g;1;4,33;6,49;;;;;100g;0,1
43072;8020819008396;PVR;Salami Dolce;I;C%;1;160g;1;4,33;6,49;;;;;100g;0,1
43074;8020819008068;PVR;Salami Aglio (Knoblauch);I;C%;1;160g;1;4,33;6,49;;;;;100g;0,1
43076;8020819008389;PVR;Salami Tartufo;I;C%;1;160g;1;5,7;8,49;;;;;100g;0,1
43078;8020819008358;PVR;Salami Finocchio;I;C%;1;160g;1;4,33;6,49;;;;;100g;0,1
43080;8020819009737;PVR;VB Schinken San Daniele;I;C%;10;60g;1;4,95;7,39;;;;;100g;1,667
43081;8020819009713;PVR;Salami Finocchiona;I;C%;10;70g;1;2,58;3,85;;;;;100g;1,429
43082;8020819009706;PVR;Italienische Vorspeise;I;C%;10;70g;1;2,85;4,29;;;;;100g;1,429
43112;4250421972035;LOB;Ef_Joghurt Natur 3,7% Fett;D;DN;6;500g;1;0,91;1,39;;;;;1kg;2
43116;4250421973155;LOB;Ef_Joghurt Schwarze Johannisbeere;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43120;4250421973018;LOB;Joghurt Erdbeer 3,7% Fett;D;DN;6;150g;1;0,45;0,65;;;;;100g;0,666
43121;4250421973025;LOB;Joghurt Vanille 3,7% Fett;D;DN;6;150g;1;0,48;0,69;;;;;100g;0,666
43122;4250421973032;LOB;Joghurt Mango-Vanille 3,7% F;D;DN;6;150g;1;0,48;0,69;;;;;100g;0,666
43123;4250421973049;LOB;Joghurt Pfirsich-Maracuja 3,7%;D;DN;6;150g;1;0,45;0,65;;;;;100g;0,666
43124;4250421973056;LOB;Joghurt schw.Johannisb. 3,7%;D;DN;6;150g;1;0,45;0,65;;;;;100g;0,666
43125;4250421973063;LOB;Ef_Joghurt Erdbeer 3,7% Fett;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43126;4250421973070;LOB;Ef_Joghurt Vanille 3,7% Fett;D;DN;6;500g;1;1,38;1,99;;;;;1kg;2
43127;4250421973087;LOB;Ef_Joghurt Mango-Vanille 3,7% F.;D;DN;6;500g;1;1,38;1,99;;;;;1kg;2
43128;4250421973131;LOB;Ef_Joghurt Orange 3,7% F.;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43129;4250421973186;LOB;Ef_Joghurt Pfirsich-Maracuja 3,7%;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43130;4250421973162;LOB;Ef_Joghurt Zitrone 3,7% F.;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43131;;BSK;Allgäuer Gute-Laune-Käse 55%F;D;DB;2,5;kg ....;1;12,98;;;;;;kg;1
43132;;BSK;Allgäuer Wiesenkäse 55%F Senf;D;DB;2,3;kg ....;1;11,68;;;;;;kg;1
43135;;BSK;Wiggensbach. Kräuterlaible 55%;D;DB;2,5;kg ....;1;12,98;;;;;;kg;1
43136;;BSK;Allgäuer Rosenblütenkäse 55%F;D;DB;4,5;kg ....;1;12,98;;;;;;kg;1
43137;;BSK;Wiggensbacher Weinkäse 55%F;D;DB;4,5;kg ....;1;11,98;;;;;;kg;1
43138;;BSK;Uriger Allgäuer 50%F;D;DB;4,5;kg ....;1;11,98;;;;;;kg;1
43141;;BSK;Wiggensbacher Al Capone 55%F;D;DB;4,5;kg ....;1;12,68;;;;;;kg;1
43142;;BSK;Wiggensbacher Almblumenkäse 55;D;DB;4,5;kg ....;1;12,98;;;;;;kg;1
43143;;BSK;Leichter Uriger Allgäuer 25%F;D;DB;4,5;kg ....;1;11,98;;;;;;kg;1
43144;;BSK;Wiggensb. Weinkäse light 25%F;D;DB;4;kg ....;1;11,98;;;;;;kg;1
43145;;BSK;Wiggensbacher Bierkäse 50%F;D;DB;4,5;kg ....;1;11,98;20,9;;;;;kg;1
43146;;BSK;Wiggensbacher Sonntagskäse 50%;D;DB;4,5;kg ....;1;11,78;;;;;;kg;1
43147;;BSK;Wiggensbacher Chilikäse 50%F;D;DB;4,5;kg ....;1;11,98;;;;;;kg;1
43148;;BSK;Wiggensbacher Hornkäse 55%F;D;DD;4;kg ....;1;14,98;;;;;;kg;1
43151;4046896313103;VAV;Petite Fleur 48%F     Rohmilch;B;EG;0,3;kg ....;1;15,98;;;;;;kg;1
43152;4046896313127;VAV;Kräuter Petite Fleur 48%F;B;C%;0,3;kg ....;1;15,98;;;;;;kg;1
43153;4250421973230;LOB;Ef_Joghurt Himbeere 3,7% F.;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43154;4250421973254;LOB;Ef_Joghurt Sauerkirsche 3,7% F.;D;DN;6;500g;1;1,33;1,99;;;;;1kg;2
43158;4250421973223;LOB;Joghurt Himbeere 3,7% Fett;D;DN;6;150g;1;0,45;0,65;;;;;100g;0,666
43159;4250421973247;LOB;Joghurt Sauerkirsche 3,7% Fett;D;DN;6;150g;1;0,45;0,65;;;;;100g;0,666
43161;4260041292826;ROG;Roggenburg.Vitalis Finesse 30%;D;DK;1,2;kg ....;1;12,28;20,9;;;;;kg;1
43162;4260041293816;ROG;Vitalis Chili/Paprika 30%F;D;DK;1,8;kg ....;1;12,28;;;;;;kg;1
43163;4260041294738;ROG;Roggenburger Butterkäse 45%F;D;DK;2,4;kg ....;1;8,28;;;;;;kg;1
43165;;ROG;Roggenburger Räucherkäse 50%F;D;DK;1,8;kg ....;1;12,28;;;;;;kg;1
43173;;ROG;Roggenburger Bergblütenkäse 55;D;DK;1,2;kg ....;1;12,98;;;;;;kg;1
43174;;ROG;Ziegen-Berghofkäse Natur 45%F;D;DK;1;kg ....;1;16,98;28,9;;;;;kg;1
43176;;ROG;Ziegen-Berghofkäse Gewürzblüte;D;DK;1;kg ....;1;18,48;31,9;;;;;kg;1
43177;;ROG;Ziegen-Berghofkäse, geräuchert;D;DK;1;kg ....;1;18,48;31,9;;;;;kg;1
43178;;ROG;Roggenburg.Ziegen-Bergsennkäse;D;DK;1,6;kg ....;1;17,38;29,9;;;;;kg;1
43193;;ÖMA;Der Allgäuer Kümmel 60%F;D;DK;1,25;kg ....;1;12,28;21,9;;;;;kg;1
43203;;hmj;Schafbutterkäse 45%F   BIOLAND;D;DB;1;kg ....;1;19,98;33,9;;;;;kg;1
43211;3760013202705;VAV;Le Paillet de Brebis 50%F;F;EG;1,2;kg ....;1;22,48;39,9;;;;;kg;1
43212;4250111510981;ANL;Schaf-Heublumenkäse 45%F;D;DB;1,9;kg ....;1;20,68;;;;;;kg;1
43214;4250111511988;ANL;Ziegen-Heublumenkäse 45%F;D;DB;1,8;kg ....;1;19,48;;;;;;kg;1
43218;4000915100556;ISA;Hummus-Tahini;D;C%;4;150g;1;1,65;2,49;;;;;100g;0,667
43231;4000915100662;ISA;VB Hummus-Rote Beete;D;C%;4;150g;1;1,65;2,49;;;;;100g;0,667
43233;4000915102390;ISA;Kirsch-Paprika m. Feta-Creme;D;C%;4;125g;1;2,83;4,49;;;;;100g;0,667
43240;4000915100563;ISA;Hummus-Ginger;D;C%;4;150g;1;1,65;;;;;;100g;0,667
43242;;hmj;VB Heisse Schnitte Natur 35%F;D;DB;0,2;kg ....;1;17,48;26,9;;;;;kg;1
43244;;hmj;Heisse Schnitte Kräuter 35%F;D;DB;0,2;kg ....;1;18,48;27,9;;;;;kg;1
